job_id,date_posted,total_components,covered_components,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,avg_skill_confidence,avg_knowledge_confidence,missing_components_count
in-1ff77799c8c16660,,19,0,0.0,0.0,0.0,0.7288820418808714,0.0,19
in-8b20bbf16019e5c1,,19,2,0.04393892037241083,0.0,0.04393892037241083,0.6049692000000001,0.75,17
in-c6260e808dfcf870,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-08bda50c77b08f46,,19,0,0.0,0.0,0.0,0.6355065600000002,0.75,19
in-9c56a08563d056f0,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-63f669715089b1d1,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-e60f7f8e30553e08,,19,2,0.041491323743337284,0.023975625511188457,0.017515698232148824,0.67772611584,0.75,17
in-f8982109357c56e0,,19,5,0.14459678018988525,0.0,0.14459678018988525,0.6491520000000001,0.8110748536061929,14
in-ea2cd0b0c6f52f4f,,19,1,0.017583628704673365,0.0,0.017583628704673365,0.6720611569920002,0.75,18
in-26af18a0c573f667,,19,1,0.009365042475254557,0.009365042475254557,0.0,0.666861529540171,0.0,18
in-6e0bef22111034dc,,19,0,0.0,0.0,0.0,0.0,0.75,19
in-1d2c80ce481cb11f,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-aff3b59d34df3979,,19,5,0.0985961878608448,0.0985961878608448,0.0,0.6795677583360001,0.0,14
in-42b2f9911c525537,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-cd0b808434c4f92d,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-083ac975933f3cb9,,19,5,0.08038837013831496,0.024102189491518974,0.05628618064679599,0.5747721601780499,0.75,14
in-9f46d4765e1e5db4,,19,0,0.0,0.0,0.0,0.6392160000000002,0.0,19
in-879b2fe47e1fbc66,,19,7,0.16034545872992678,0.12072485722645421,0.07804782139627559,0.6966531734556161,0.75,12
in-b743930ff16064e7,,19,6,0.11867666997407614,0.0,0.11867666997407614,0.0,0.75,13
in-3d878553075cff9f,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-66b97dc6ae697ac9,,19,3,0.052219801453792285,0.03198717506051369,0.03574755191802979,0.6954499565097303,0.75,16
in-3787ada24baceced,,19,5,0.14280390727278794,0.0,0.14280390727278794,0.0,0.8419718135027536,14
in-35bde22582c02ec9,,19,0,0.0,0.0,0.0,0.0,0.75,19
in-5986e2e416ec3ef2,,19,3,0.0312793121188907,0.0312793121188907,0.0,0.665046637501676,0.0,16
in-76bdc299da84b00b,,19,0,0.0,0.0,0.0,0.6471648000000002,0.0,19
in-dcd8dd1044f2926f,,19,2,0.042862172503220414,0.0,0.042862172503220414,0.6361939695857993,0.7418663497765859,17
in-c07071dff55c7f74,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-04d821a61bf4f3f8,,19,3,0.06363151109436647,0.04258698900918074,0.06070959693507145,0.6302229926400001,0.75,16
in-6434f75ccfa896cd,,19,5,0.09921049193332071,0.0,0.09921049193332071,0.6995084215344689,0.75,14
in-59f89f855608fde0,,19,6,0.20161221598116352,0.1406279250801802,0.07977433581101268,0.7552021568682138,0.75,13
in-7f1b7715acb11a2e,,19,6,0.1194980395467658,0.0164868143842603,0.1194980395467658,0.6709086950400001,0.75,13
in-4253237d507304c7,,19,1,0.01770852176766647,0.0,0.01770852176766647,0.0,0.75,18
in-2ea46d88545e7e84,,19,2,0.05361936497883448,0.05361936497883448,0.0,0.7508318950217039,0.75,17
in-81cfe369e4ad49b5,,19,1,0.018241741155323232,0.0,0.018241741155323232,0.0,0.75,18
in-3f1f20262049095a,,19,4,0.09388203537250685,0.05236501421840432,0.07309597228702747,0.7576863718912582,0.75,15
in-bf0e9f6211607d23,,19,8,0.16802073817659918,0.02481174506795018,0.16744289837385481,0.9028621562345829,0.75,11
in-ff31808feab0524e,,19,1,0.016467684899986346,0.016467684899986346,0.0,0.7739174709011079,0.0,18
in-4db732b0a6c93338,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-38cb96df699cfbe8,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-02596bd1a3533b48,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-50790458f1cb7392,,19,0,0.0,0.0,0.0,0.644114564592653,0.0,19
in-3eb6babc74e5b1cc,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-f0b8e867898d9fc7,,19,2,0.055256259094072155,0.0,0.055256259094072155,0.7591232341333334,0.845982161948671,17
in-5b082ff425ffc95e,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-2adf3d78f57c1387,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-6a11f6623b90c10e,,19,1,0.010613473738099805,0.010613473738099805,0.0,0.6485645685761867,0.0,18
in-819016745fbf8e52,,19,5,0.08036482629607596,0.04332146104484289,0.05878910328212538,0.6555438840219505,0.75,14
in-b0e3d6930bef9118,,19,3,0.07043345350968211,0.0,0.07043345350968211,0.6605280000000001,0.75,16
in-68c8bc8b4022b6bd,,19,13,0.27859308169570846,0.11126060925571811,0.27859308169570846,0.6539610308072729,0.6823766704874884,6
in-b99d92a34ea0a07c,,19,0,0.0,0.0,0.0,0.6392160000000001,0.0,19
in-b59719e8c96312ce,,19,0,0.0,0.0,0.0,0.6674388105600002,0.75,19
in-9068e588b7dc4f2d,,19,5,0.11295924500415201,0.00954358404074945,0.11295924500415201,0.5944070246400002,0.75,14
in-a8f3619ace5efe56,,19,0,0.0,0.0,0.0,0.4721058924087525,0.0,19
in-277cf9b06c74153d,,19,0,0.0,0.0,0.0,0.7069391480366273,0.0,19
in-f60c7c41c622d9ed,,19,0,0.0,0.0,0.0,0.8497199506819887,0.0,19
in-6d6cab98b74e874f,,19,0,0.0,0.0,0.0,0.0,0.75,19
in-ea5fe0c67dbb09a7,,19,16,0.4021524418640069,0.1873798378024137,0.31425335431141005,0.6910146737323819,0.7052704466654062,3
in-5bd95884fcfdbfe2,,19,11,0.19775340159994592,0.16305319854187283,0.11507376777116035,0.7138327907335441,0.770978981521911,8
in-c27782a9a21e0b3c,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-fc0463e146e0287e,,19,0,0.0,0.0,0.0,0.6325920000000002,0.0,19
in-202d174576a6328b,,19,3,0.05466207391337346,0.0,0.05466207391337346,0.5041341042115349,0.75,16
in-070ac45a5adefcb1,,19,0,0.0,0.0,0.0,0.6398784000000001,0.75,19
in-f1d38688733ca9cc,,19,1,0.008428322137643196,0.008428322137643196,0.0,0.6542224385741068,0.0,18
in-8cb2b3de05fe17bb,,19,5,0.09672589815848666,0.07900663632412779,0.06204231036336799,0.6362960495714156,0.717400006226131,14
in-7558c06efa202e1d,,19,0,0.0,0.0,0.0,0.6139584,0.0,19
in-3d91d1f91a2e35ff,,19,1,0.018714158158553276,0.0,0.018714158158553276,0.6357936000000001,0.75,18
in-2f43fa6cbbb72894,,19,1,0.01828317704953646,0.0,0.01828317704953646,0.6332544000000001,0.75,18
in-024241def5374d0c,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-5b8b8b6b495946f5,,19,0,0.0,0.0,0.0,0.6444504000000001,0.75,19
in-1e8d401875ab7ace,,19,5,0.15744255684942798,0.039013505303827994,0.15744255684942798,0.6807455654400001,0.8012441047938229,14
in-1298c0a075adfe4e,,19,0,0.0,0.0,0.0,0.6352416000000001,0.75,19
in-63a74d7b6f2db43c,,19,0,0.0,0.0,0.0,0.0,0.0,19
in-8335c5296046dc27,,19,10,0.21126169605542708,0.1086023562041182,0.1471461816919455,0.6131421092471594,0.6047474213361664,9
in-59102c073373b270,,19,0,0.0,0.0,0.0,0.0,0.75,19
in-77953b80cd21723e,,19,0,0.0,0.0,0.0,0.0,0.0,19
